,count,period,hour,minute,day,month,year,weekday,d0,d1,d2,d3,d4
0,828,2021-09-01 00:00:00,0,0,1,9,2021,2,0,0,0,0,0
1,492,2021-09-01 00:15:00,0,15,1,9,2021,2,828,0,0,0,0
2,348,2021-09-01 00:30:00,0,30,1,9,2021,2,492,828,0,0,0
3,564,2021-09-01 00:45:00,0,45,1,9,2021,2,348,492,828,0,0
4,180,2021-09-01 01:00:00,1,0,1,9,2021,2,564,348,492,828,0
5,120,2021-09-01 01:15:00,1,15,1,9,2021,2,180,564,348,492,828
6,216,2021-09-01 01:30:00,1,30,1,9,2021,2,120,180,564,348,492
7,156,2021-09-01 01:45:00,1,45,1,9,2021,2,216,120,180,564,348
8,144,2021-09-01 02:00:00,2,0,1,9,2021,2,156,216,120,180,564
9,180,2021-09-01 02:15:00,2,15,1,9,2021,2,144,156,216,120,180
10,108,2021-09-01 02:30:00,2,30,1,9,2021,2,180,144,156,216,120
11,96,2021-09-01 02:45:00,2,45,1,9,2021,2,108,180,144,156,216
12,192,2021-09-01 03:00:00,3,0,1,9,2021,2,96,108,180,144,156
13,60,2021-09-01 03:15:00,3,15,1,9,2021,2,192,96,108,180,144
14,60,2021-09-01 03:30:00,3,30,1,9,2021,2,60,192,96,108,180
15,60,2021-09-01 03:45:00,3,45,1,9,2021,2,60,60,192,96,108
16,60,2021-09-01 04:00:00,4,0,1,9,2021,2,60,60,60,192,96
17,60,2021-09-01 04:15:00,4,15,1,9,2021,2,60,60,60,60,192
18,60,2021-09-01 04:30:00,4,30,1,9,2021,2,60,60,60,60,60
19,60,2021-09-01 04:45:00,4,45,1,9,2021,2,60,60,60,60,60
20,60,2021-09-01 05:00:00,5,0,1,9,2021,2,60,60,60,60,60
21,60,2021-09-01 05:15:00,5,15,1,9,2021,2,60,60,60,60,60
22,60,2021-09-01 05:30:00,5,30,1,9,2021,2,60,60,60,60,60
23,60,2021-09-01 05:45:00,5,45,1,9,2021,2,60,60,60,60,60
24,60,2021-09-01 06:00:00,6,0,1,9,2021,2,60,60,60,60,60
25,60,2021-09-01 06:15:00,6,15,1,9,2021,2,60,60,60,60,60
26,60,2021-09-01 06:30:00,6,30,1,9,2021,2,60,60,60,60,60
27,60,2021-09-01 06:45:00,6,45,1,9,2021,2,60,60,60,60,60
28,60,2021-09-01 07:00:00,7,0,1,9,2021,2,60,60,60,60,60
29,60,2021-09-01 07:15:00,7,15,1,9,2021,2,60,60,60,60,60
30,60,2021-09-01 07:30:00,7,30,1,9,2021,2,60,60,60,60,60
31,60,2021-09-01 07:45:00,7,45,1,9,2021,2,60,60,60,60,60
32,60,2021-09-01 08:00:00,8,0,1,9,2021,2,60,60,60,60,60
33,60,2021-09-01 08:15:00,8,15,1,9,2021,2,60,60,60,60,60
34,60,2021-09-01 08:30:00,8,30,1,9,2021,2,60,60,60,60,60
35,60,2021-09-01 08:45:00,8,45,1,9,2021,2,60,60,60,60,60
36,60,2021-09-01 09:00:00,9,0,1,9,2021,2,60,60,60,60,60
37,60,2021-09-01 09:15:00,9,15,1,9,2021,2,60,60,60,60,60
38,60,2021-09-01 09:30:00,9,30,1,9,2021,2,60,60,60,60,60
39,60,2021-09-01 09:45:00,9,45,1,9,2021,2,60,60,60,60,60
40,60,2021-09-01 10:00:00,10,0,1,9,2021,2,60,60,60,60,60
41,60,2021-09-01 10:15:00,10,15,1,9,2021,2,60,60,60,60,60
42,60,2021-09-01 10:30:00,10,30,1,9,2021,2,60,60,60,60,60
43,60,2021-09-01 10:45:00,10,45,1,9,2021,2,60,60,60,60,60
44,60,2021-09-01 11:00:00,11,0,1,9,2021,2,60,60,60,60,60
45,60,2021-09-01 11:15:00,11,15,1,9,2021,2,60,60,60,60,60
46,60,2021-09-01 11:30:00,11,30,1,9,2021,2,60,60,60,60,60
47,60,2021-09-01 11:45:00,11,45,1,9,2021,2,60,60,60,60,60
48,60,2021-09-01 12:00:00,12,0,1,9,2021,2,60,60,60,60,60
49,60,2021-09-01 12:15:00,12,15,1,9,2021,2,60,60,60,60,60
50,60,2021-09-01 12:30:00,12,30,1,9,2021,2,60,60,60,60,60
51,60,2021-09-01 12:45:00,12,45,1,9,2021,2,60,60,60,60,60
52,60,2021-09-01 13:00:00,13,0,1,9,2021,2,60,60,60,60,60
53,60,2021-09-01 13:15:00,13,15,1,9,2021,2,60,60,60,60,60
54,60,2021-09-01 13:30:00,13,30,1,9,2021,2,60,60,60,60,60
55,60,2021-09-01 13:45:00,13,45,1,9,2021,2,60,60,60,60,60
56,60,2021-09-01 14:00:00,14,0,1,9,2021,2,60,60,60,60,60
57,60,2021-09-01 14:15:00,14,15,1,9,2021,2,60,60,60,60,60
58,60,2021-09-01 14:30:00,14,30,1,9,2021,2,60,60,60,60,60
59,60,2021-09-01 14:45:00,14,45,1,9,2021,2,60,60,60,60,60
60,60,2021-09-01 15:00:00,15,0,1,9,2021,2,60,60,60,60,60
61,60,2021-09-01 15:15:00,15,15,1,9,2021,2,60,60,60,60,60
62,60,2021-09-01 15:30:00,15,30,1,9,2021,2,60,60,60,60,60
63,60,2021-09-01 15:45:00,15,45,1,9,2021,2,60,60,60,60,60
64,60,2021-09-01 16:00:00,16,0,1,9,2021,2,60,60,60,60,60
65,60,2021-09-01 16:15:00,16,15,1,9,2021,2,60,60,60,60,60
66,1044,2021-09-01 16:30:00,16,30,1,9,2021,2,60,60,60,60,60
67,2568,2021-09-01 16:45:00,16,45,1,9,2021,2,1044,60,60,60,60
68,1836,2021-09-01 17:00:00,17,0,1,9,2021,2,2568,1044,60,60,60
69,2220,2021-09-01 17:15:00,17,15,1,9,2021,2,1836,2568,1044,60,60
70,2160,2021-09-01 17:30:00,17,30,1,9,2021,2,2220,1836,2568,1044,60
71,2796,2021-09-01 17:45:00,17,45,1,9,2021,2,2160,2220,1836,2568,1044
72,2280,2021-09-01 18:00:00,18,0,1,9,2021,2,2796,2160,2220,1836,2568
73,2520,2021-09-01 18:15:00,18,15,1,9,2021,2,2280,2796,2160,2220,1836
74,2532,2021-09-01 18:30:00,18,30,1,9,2021,2,2520,2280,2796,2160,2220
75,2760,2021-09-01 18:45:00,18,45,1,9,2021,2,2532,2520,2280,2796,2160
76,2028,2021-09-01 19:00:00,19,0,1,9,2021,2,2760,2532,2520,2280,2796
77,1920,2021-09-01 19:15:00,19,15,1,9,2021,2,2028,2760,2532,2520,2280
78,2076,2021-09-01 19:30:00,19,30,1,9,2021,2,1920,2028,2760,2532,2520
79,1668,2021-09-01 19:45:00,19,45,1,9,2021,2,2076,1920,2028,2760,2532
80,1824,2021-09-01 20:00:00,20,0,1,9,2021,2,1668,2076,1920,2028,2760
81,2268,2021-09-01 20:15:00,20,15,1,9,2021,2,1824,1668,2076,1920,2028
82,1980,2021-09-01 20:30:00,20,30,1,9,2021,2,2268,1824,1668,2076,1920
83,2148,2021-09-01 20:45:00,20,45,1,9,2021,2,1980,2268,1824,1668,2076
84,1668,2021-09-01 21:00:00,21,0,1,9,2021,2,2148,1980,2268,1824,1668
85,1356,2021-09-01 21:15:00,21,15,1,9,2021,2,1668,2148,1980,2268,1824
86,1548,2021-09-01 21:30:00,21,30,1,9,2021,2,1356,1668,2148,1980,2268
87,1920,2021-09-01 21:45:00,21,45,1,9,2021,2,1548,1356,1668,2148,1980
88,1176,2021-09-01 22:00:00,22,0,1,9,2021,2,1920,1548,1356,1668,2148
89,1200,2021-09-01 22:15:00,22,15,1,9,2021,2,1176,1920,1548,1356,1668
90,1020,2021-09-01 22:30:00,22,30,1,9,2021,2,1200,1176,1920,1548,1356
91,1260,2021-09-01 22:45:00,22,45,1,9,2021,2,1020,1200,1176,1920,1548
92,816,2021-09-01 23:00:00,23,0,1,9,2021,2,1260,1020,1200,1176,1920
93,420,2021-09-01 23:15:00,23,15,1,9,2021,2,816,1260,1020,1200,1176
94,576,2021-09-01 23:30:00,23,30,1,9,2021,2,420,816,1260,1020,1200
95,660,2021-09-01 23:45:00,23,45,1,9,2021,2,576,420,816,1260,1020
96,372,2021-09-02 00:00:00,0,0,2,9,2021,3,660,576,420,816,1260
97,684,2021-09-02 00:15:00,0,15,2,9,2021,3,372,660,576,420,816
98,252,2021-09-02 00:30:00,0,30,2,9,2021,3,684,372,660,576,420
99,180,2021-09-02 00:45:00,0,45,2,9,2021,3,252,684,372,660,576
100,168,2021-09-02 01:00:00,1,0,2,9,2021,3,180,252,684,372,660
101,228,2021-09-02 01:15:00,1,15,2,9,2021,3,168,180,252,684,372
102,144,2021-09-02 01:30:00,1,30,2,9,2021,3,228,168,180,252,684
103,36,2021-09-02 01:45:00,1,45,2,9,2021,3,144,228,168,180,252
104,120,2021-09-02 02:00:00,2,0,2,9,2021,3,36,144,228,168,180
105,12,2021-09-02 02:15:00,2,15,2,9,2021,3,120,36,144,228,168
106,144,2021-09-02 02:30:00,2,30,2,9,2021,3,12,120,36,144,228
107,60,2021-09-02 02:45:00,2,45,2,9,2021,3,144,12,120,36,144
108,36,2021-09-02 03:00:00,3,0,2,9,2021,3,60,144,12,120,36
109,72,2021-09-02 03:15:00,3,15,2,9,2021,3,36,60,144,12,120
110,84,2021-09-02 03:30:00,3,30,2,9,2021,3,72,36,60,144,12
111,0,2021-09-02 03:45:00,3,45,2,9,2021,3,84,72,36,60,144
112,48,2021-09-02 04:00:00,4,0,2,9,2021,3,0,84,72,36,60
113,24,2021-09-02 04:15:00,4,15,2,9,2021,3,48,0,84,72,36
114,48,2021-09-02 04:30:00,4,30,2,9,2021,3,24,48,0,84,72
115,144,2021-09-02 04:45:00,4,45,2,9,2021,3,48,24,48,0,84
116,120,2021-09-02 05:00:00,5,0,2,9,2021,3,144,48,24,48,0
117,108,2021-09-02 05:15:00,5,15,2,9,2021,3,120,144,48,24,48
118,264,2021-09-02 05:30:00,5,30,2,9,2021,3,108,120,144,48,24
119,204,2021-09-02 05:45:00,5,45,2,9,2021,3,264,108,120,144,48
120,345,2021-09-02 06:00:00,6,0,2,9,2021,3,204,264,108,120,144
121,876,2021-09-02 06:15:00,6,15,2,9,2021,3,345,204,264,108,120
