,count,period,hour,minute,day,month,year,weekday,d0,d1,d2,d3,d4
0,724747,2021-09-01 00:00:00,0,0,1,9,2021,2,0,0,0,0,0
1,655637,2021-09-01 00:15:00,0,15,1,9,2021,2,724747,0,0,0,0
2,611038,2021-09-01 00:30:00,0,30,1,9,2021,2,655637,724747,0,0,0
3,516339,2021-09-01 00:45:00,0,45,1,9,2021,2,611038,655637,724747,0,0
4,409330,2021-09-01 01:00:00,1,0,1,9,2021,2,516339,611038,655637,724747,0
5,333419,2021-09-01 01:15:00,1,15,1,9,2021,2,409330,516339,611038,655637,724747
6,299490,2021-09-01 01:30:00,1,30,1,9,2021,2,333419,409330,516339,611038,655637
7,244331,2021-09-01 01:45:00,1,45,1,9,2021,2,299490,333419,409330,516339,611038
8,212086,2021-09-01 02:00:00,2,0,1,9,2021,2,244331,299490,333419,409330,516339
9,188671,2021-09-01 02:15:00,2,15,1,9,2021,2,212086,244331,299490,333419,409330
10,171764,2021-09-01 02:30:00,2,30,1,9,2021,2,188671,212086,244331,299490,333419
11,163424,2021-09-01 02:45:00,2,45,1,9,2021,2,171764,188671,212086,244331,299490
12,148189,2021-09-01 03:00:00,3,0,1,9,2021,2,163424,171764,188671,212086,244331
13,154902,2021-09-01 03:15:00,3,15,1,9,2021,2,148189,163424,171764,188671,212086
14,160042,2021-09-01 03:30:00,3,30,1,9,2021,2,154902,148189,163424,171764,188671
15,155728,2021-09-01 03:45:00,3,45,1,9,2021,2,160042,154902,148189,163424,171764
16,139720,2021-09-01 04:00:00,4,0,1,9,2021,2,155728,160042,154902,148189,163424
17,137106,2021-09-01 04:15:00,4,15,1,9,2021,2,139720,155728,160042,154902,148189
18,139732,2021-09-01 04:30:00,4,30,1,9,2021,2,137106,139720,155728,160042,154902
19,151321,2021-09-01 04:45:00,4,45,1,9,2021,2,139732,137106,139720,155728,160042
20,158703,2021-09-01 05:00:00,5,0,1,9,2021,2,151321,139732,137106,139720,155728
21,187862,2021-09-01 05:15:00,5,15,1,9,2021,2,158703,151321,139732,137106,139720
22,229768,2021-09-01 05:30:00,5,30,1,9,2021,2,187862,158703,151321,139732,137106
23,299555,2021-09-01 05:45:00,5,45,1,9,2021,2,229768,187862,158703,151321,139732
24,384977,2021-09-01 06:00:00,6,0,1,9,2021,2,299555,229768,187862,158703,151321
25,578976,2021-09-01 06:15:00,6,15,1,9,2021,2,384977,299555,229768,187862,158703
26,823997,2021-09-01 06:30:00,6,30,1,9,2021,2,578976,384977,299555,229768,187862
27,1083246,2021-09-01 06:45:00,6,45,1,9,2021,2,823997,578976,384977,299555,229768
28,1275150,2021-09-01 07:00:00,7,0,1,9,2021,2,1083246,823997,578976,384977,299555
29,1458144,2021-09-01 07:15:00,7,15,1,9,2021,2,1275150,1083246,823997,578976,384977
30,1726176,2021-09-01 07:30:00,7,30,1,9,2021,2,1458144,1275150,1083246,823997,578976
31,2022036,2021-09-01 07:45:00,7,45,1,9,2021,2,1726176,1458144,1275150,1083246,823997
32,2179322,2021-09-01 08:00:00,8,0,1,9,2021,2,2022036,1726176,1458144,1275150,1083246
33,2221070,2021-09-01 08:15:00,8,15,1,9,2021,2,2179322,2022036,1726176,1458144,1275150
34,2322627,2021-09-01 08:30:00,8,30,1,9,2021,2,2221070,2179322,2022036,1726176,1458144
35,2426938,2021-09-01 08:45:00,8,45,1,9,2021,2,2322627,2221070,2179322,2022036,1726176
36,2476363,2021-09-01 09:00:00,9,0,1,9,2021,2,2426938,2322627,2221070,2179322,2022036
37,2384684,2021-09-01 09:15:00,9,15,1,9,2021,2,2476363,2426938,2322627,2221070,2179322
38,2317165,2021-09-01 09:30:00,9,30,1,9,2021,2,2384684,2476363,2426938,2322627,2221070
39,2221925,2021-09-01 09:45:00,9,45,1,9,2021,2,2317165,2384684,2476363,2426938,2322627
40,2214502,2021-09-01 10:00:00,10,0,1,9,2021,2,2221925,2317165,2384684,2476363,2426938
41,2097544,2021-09-01 10:15:00,10,15,1,9,2021,2,2214502,2221925,2317165,2384684,2476363
42,2047500,2021-09-01 10:30:00,10,30,1,9,2021,2,2097544,2214502,2221925,2317165,2384684
43,2047805,2021-09-01 10:45:00,10,45,1,9,2021,2,2047500,2097544,2214502,2221925,2317165
44,2069812,2021-09-01 11:00:00,11,0,1,9,2021,2,2047805,2047500,2097544,2214502,2221925
45,2054987,2021-09-01 11:15:00,11,15,1,9,2021,2,2069812,2047805,2047500,2097544,2214502
46,2122954,2021-09-01 11:30:00,11,30,1,9,2021,2,2054987,2069812,2047805,2047500,2097544
47,2084515,2021-09-01 11:45:00,11,45,1,9,2021,2,2122954,2054987,2069812,2047805,2047500
48,2107302,2021-09-01 12:00:00,12,0,1,9,2021,2,2084515,2122954,2054987,2069812,2047805
49,2072675,2021-09-01 12:15:00,12,15,1,9,2021,2,2107302,2084515,2122954,2054987,2069812
50,2088044,2021-09-01 12:30:00,12,30,1,9,2021,2,2072675,2107302,2084515,2122954,2054987
51,2127140,2021-09-01 12:45:00,12,45,1,9,2021,2,2088044,2072675,2107302,2084515,2122954
52,2141926,2021-09-01 13:00:00,13,0,1,9,2021,2,2127140,2088044,2072675,2107302,2084515
53,2144004,2021-09-01 13:15:00,13,15,1,9,2021,2,2141926,2127140,2088044,2072675,2107302
54,2227410,2021-09-01 13:30:00,13,30,1,9,2021,2,2144004,2141926,2127140,2088044,2072675
55,2302123,2021-09-01 13:45:00,13,45,1,9,2021,2,2227410,2144004,2141926,2127140,2088044
56,2358227,2021-09-01 14:00:00,14,0,1,9,2021,2,2302123,2227410,2144004,2141926,2127140
57,2464820,2021-09-01 14:15:00,14,15,1,9,2021,2,2358227,2302123,2227410,2144004,2141926
58,2584364,2021-09-01 14:30:00,14,30,1,9,2021,2,2464820,2358227,2302123,2227410,2144004
59,2568902,2021-09-01 14:45:00,14,45,1,9,2021,2,2584364,2464820,2358227,2302123,2227410
60,2457719,2021-09-01 15:00:00,15,0,1,9,2021,2,2568902,2584364,2464820,2358227,2302123
61,2401013,2021-09-01 15:15:00,15,15,1,9,2021,2,2457719,2568902,2584364,2464820,2358227
62,2356441,2021-09-01 15:30:00,15,30,1,9,2021,2,2401013,2457719,2568902,2584364,2464820
63,2291473,2021-09-01 15:45:00,15,45,1,9,2021,2,2356441,2401013,2457719,2568902,2584364
64,2198556,2021-09-01 16:00:00,16,0,1,9,2021,2,2291473,2356441,2401013,2457719,2568902
65,2076060,2021-09-01 16:15:00,16,15,1,9,2021,2,2198556,2291473,2356441,2401013,2457719
66,2111607,2021-09-01 16:30:00,16,30,1,9,2021,2,2076060,2198556,2291473,2356441,2401013
67,2171793,2021-09-01 16:45:00,16,45,1,9,2021,2,2111607,2076060,2198556,2291473,2356441
68,2213192,2021-09-01 17:00:00,17,0,1,9,2021,2,2171793,2111607,2076060,2198556,2291473
69,2173024,2021-09-01 17:15:00,17,15,1,9,2021,2,2213192,2171793,2111607,2076060,2198556
70,2227227,2021-09-01 17:30:00,17,30,1,9,2021,2,2173024,2213192,2171793,2111607,2076060
71,2279697,2021-09-01 17:45:00,17,45,1,9,2021,2,2227227,2173024,2213192,2171793,2111607
72,2338956,2021-09-01 18:00:00,18,0,1,9,2021,2,2279697,2227227,2173024,2213192,2171793
73,2389344,2021-09-01 18:15:00,18,15,1,9,2021,2,2338956,2279697,2227227,2173024,2213192
74,2434634,2021-09-01 18:30:00,18,30,1,9,2021,2,2389344,2338956,2279697,2227227,2173024
75,2422862,2021-09-01 18:45:00,18,45,1,9,2021,2,2434634,2389344,2338956,2279697,2227227
76,2389370,2021-09-01 19:00:00,19,0,1,9,2021,2,2422862,2434634,2389344,2338956,2279697
77,2357136,2021-09-01 19:15:00,19,15,1,9,2021,2,2389370,2422862,2434634,2389344,2338956
78,2317370,2021-09-01 19:30:00,19,30,1,9,2021,2,2357136,2389370,2422862,2434634,2389344
79,2186786,2021-09-01 19:45:00,19,45,1,9,2021,2,2317370,2357136,2389370,2422862,2434634
80,2084243,2021-09-01 20:00:00,20,0,1,9,2021,2,2186786,2317370,2357136,2389370,2422862
81,2029534,2021-09-01 20:15:00,20,15,1,9,2021,2,2084243,2186786,2317370,2357136,2389370
82,1989810,2021-09-01 20:30:00,20,30,1,9,2021,2,2029534,2084243,2186786,2317370,2357136
83,1877987,2021-09-01 20:45:00,20,45,1,9,2021,2,1989810,2029534,2084243,2186786,2317370
84,1783794,2021-09-01 21:00:00,21,0,1,9,2021,2,1877987,1989810,2029534,2084243,2186786
85,1677714,2021-09-01 21:15:00,21,15,1,9,2021,2,1783794,1877987,1989810,2029534,2084243
86,1561375,2021-09-01 21:30:00,21,30,1,9,2021,2,1677714,1783794,1877987,1989810,2029534
87,1379813,2021-09-01 21:45:00,21,45,1,9,2021,2,1561375,1677714,1783794,1877987,1989810
88,1231949,2021-09-01 22:00:00,22,0,1,9,2021,2,1379813,1561375,1677714,1783794,1877987
89,1204961,2021-09-01 22:15:00,22,15,1,9,2021,2,1231949,1379813,1561375,1677714,1783794
90,1128810,2021-09-01 22:30:00,22,30,1,9,2021,2,1204961,1231949,1379813,1561375,1677714
91,964814,2021-09-01 22:45:00,22,45,1,9,2021,2,1128810,1204961,1231949,1379813,1561375
92,848150,2021-09-01 23:00:00,23,0,1,9,2021,2,964814,1128810,1204961,1231949,1379813
93,793881,2021-09-01 23:15:00,23,15,1,9,2021,2,848150,964814,1128810,1204961,1231949
94,759127,2021-09-01 23:30:00,23,30,1,9,2021,2,793881,848150,964814,1128810,1204961
95,704854,2021-09-01 23:45:00,23,45,1,9,2021,2,759127,793881,848150,964814,1128810
96,657523,2021-09-02 00:00:00,0,0,2,9,2021,3,704854,759127,793881,848150,964814
97,585326,2021-09-02 00:15:00,0,15,2,9,2021,3,657523,704854,759127,793881,848150
98,524694,2021-09-02 00:30:00,0,30,2,9,2021,3,585326,657523,704854,759127,793881
99,436497,2021-09-02 00:45:00,0,45,2,9,2021,3,524694,585326,657523,704854,759127
100,372368,2021-09-02 01:00:00,1,0,2,9,2021,3,436497,524694,585326,657523,704854
101,314512,2021-09-02 01:15:00,1,15,2,9,2021,3,372368,436497,524694,585326,657523
102,262644,2021-09-02 01:30:00,1,30,2,9,2021,3,314512,372368,436497,524694,585326
103,224298,2021-09-02 01:45:00,1,45,2,9,2021,3,262644,314512,372368,436497,524694
104,198320,2021-09-02 02:00:00,2,0,2,9,2021,3,224298,262644,314512,372368,436497
105,186865,2021-09-02 02:15:00,2,15,2,9,2021,3,198320,224298,262644,314512,372368
106,166020,2021-09-02 02:30:00,2,30,2,9,2021,3,186865,198320,224298,262644,314512
107,151080,2021-09-02 02:45:00,2,45,2,9,2021,3,166020,186865,198320,224298,262644
108,143470,2021-09-02 03:00:00,3,0,2,9,2021,3,151080,166020,186865,198320,224298
109,152564,2021-09-02 03:15:00,3,15,2,9,2021,3,143470,151080,166020,186865,198320
110,153378,2021-09-02 03:30:00,3,30,2,9,2021,3,152564,143470,151080,166020,186865
111,148439,2021-09-02 03:45:00,3,45,2,9,2021,3,153378,152564,143470,151080,166020
112,141181,2021-09-02 04:00:00,4,0,2,9,2021,3,148439,153378,152564,143470,151080
113,140617,2021-09-02 04:15:00,4,15,2,9,2021,3,141181,148439,153378,152564,143470
114,141915,2021-09-02 04:30:00,4,30,2,9,2021,3,140617,141181,148439,153378,152564
115,159021,2021-09-02 04:45:00,4,45,2,9,2021,3,141915,140617,141181,148439,153378
116,167307,2021-09-02 05:00:00,5,0,2,9,2021,3,159021,141915,140617,141181,148439
117,180392,2021-09-02 05:15:00,5,15,2,9,2021,3,167307,159021,141915,140617,141181
118,231267,2021-09-02 05:30:00,5,30,2,9,2021,3,180392,167307,159021,141915,140617
119,301915,2021-09-02 05:45:00,5,45,2,9,2021,3,231267,180392,167307,159021,141915
120,380918,2021-09-02 06:00:00,6,0,2,9,2021,3,301915,231267,180392,167307,159021
121,545646,2021-09-02 06:15:00,6,15,2,9,2021,3,380918,301915,231267,180392,167307
122,776028,2021-09-02 06:30:00,6,30,2,9,2021,3,545646,380918,301915,231267,180392
123,1086345,2021-09-02 06:45:00,6,45,2,9,2021,3,776028,545646,380918,301915,231267
124,1272635,2021-09-02 07:00:00,7,0,2,9,2021,3,1086345,776028,545646,380918,301915
125,1460264,2021-09-02 07:15:00,7,15,2,9,2021,3,1272635,1086345,776028,545646,380918
126,1736484,2021-09-02 07:30:00,7,30,2,9,2021,3,1460264,1272635,1086345,776028,545646
127,2074310,2021-09-02 07:45:00,7,45,2,9,2021,3,1736484,1460264,1272635,1086345,776028
128,2274777,2021-09-02 08:00:00,8,0,2,9,2021,3,2074310,1736484,1460264,1272635,1086345
129,2317114,2021-09-02 08:15:00,8,15,2,9,2021,3,2274777,2074310,1736484,1460264,1272635
130,2404938,2021-09-02 08:30:00,8,30,2,9,2021,3,2317114,2274777,2074310,1736484,1460264
131,2526743,2021-09-02 08:45:00,8,45,2,9,2021,3,2404938,2317114,2274777,2074310,1736484
132,2558686,2021-09-02 09:00:00,9,0,2,9,2021,3,2526743,2404938,2317114,2274777,2074310
133,2372528,2021-09-02 09:15:00,9,15,2,9,2021,3,2558686,2526743,2404938,2317114,2274777
134,2281807,2021-09-02 09:30:00,9,30,2,9,2021,3,2372528,2558686,2526743,2404938,2317114
135,2282036,2021-09-02 09:45:00,9,45,2,9,2021,3,2281807,2372528,2558686,2526743,2404938
136,2195150,2021-09-02 10:00:00,10,0,2,9,2021,3,2282036,2281807,2372528,2558686,2526743
137,2025656,2021-09-02 10:15:00,10,15,2,9,2021,3,2195150,2282036,2281807,2372528,2558686
138,1999523,2021-09-02 10:30:00,10,30,2,9,2021,3,2025656,2195150,2282036,2281807,2372528
139,2021571,2021-09-02 10:45:00,10,45,2,9,2021,3,1999523,2025656,2195150,2282036,2281807
140,2056219,2021-09-02 11:00:00,11,0,2,9,2021,3,2021571,1999523,2025656,2195150,2282036
141,2043263,2021-09-02 11:15:00,11,15,2,9,2021,3,2056219,2021571,1999523,2025656,2195150
142,2101067,2021-09-02 11:30:00,11,30,2,9,2021,3,2043263,2056219,2021571,1999523,2025656
143,2126301,2021-09-02 11:45:00,11,45,2,9,2021,3,2101067,2043263,2056219,2021571,1999523
144,2161850,2021-09-02 12:00:00,12,0,2,9,2021,3,2126301,2101067,2043263,2056219,2021571
145,2128741,2021-09-02 12:15:00,12,15,2,9,2021,3,2161850,2126301,2101067,2043263,2056219
146,2180899,2021-09-02 12:30:00,12,30,2,9,2021,3,2128741,2161850,2126301,2101067,2043263
147,2180621,2021-09-02 12:45:00,12,45,2,9,2021,3,2180899,2128741,2161850,2126301,2101067
148,2189440,2021-09-02 13:00:00,13,0,2,9,2021,3,2180621,2180899,2128741,2161850,2126301
149,2214283,2021-09-02 13:15:00,13,15,2,9,2021,3,2189440,2180621,2180899,2128741,2161850
150,2290599,2021-09-02 13:30:00,13,30,2,9,2021,3,2214283,2189440,2180621,2180899,2128741
151,2317347,2021-09-02 13:45:00,13,45,2,9,2021,3,2290599,2214283,2189440,2180621,2180899
152,2415366,2021-09-02 14:00:00,14,0,2,9,2021,3,2317347,2290599,2214283,2189440,2180621
153,2588166,2021-09-02 14:15:00,14,15,2,9,2021,3,2415366,2317347,2290599,2214283,2189440
154,2582998,2021-09-02 14:30:00,14,30,2,9,2021,3,2588166,2415366,2317347,2290599,2214283
155,2566468,2021-09-02 14:45:00,14,45,2,9,2021,3,2582998,2588166,2415366,2317347,2290599
156,2471313,2021-09-02 15:00:00,15,0,2,9,2021,3,2566468,2582998,2588166,2415366,2317347
157,2414793,2021-09-02 15:15:00,15,15,2,9,2021,3,2471313,2566468,2582998,2588166,2415366
158,2399566,2021-09-02 15:30:00,15,30,2,9,2021,3,2414793,2471313,2566468,2582998,2588166
159,2298761,2021-09-02 15:45:00,15,45,2,9,2021,3,2399566,2414793,2471313,2566468,2582998
160,2199908,2021-09-02 16:00:00,16,0,2,9,2021,3,2298761,2399566,2414793,2471313,2566468
161,2053493,2021-09-02 16:15:00,16,15,2,9,2021,3,2199908,2298761,2399566,2414793,2471313
162,2081010,2021-09-02 16:30:00,16,30,2,9,2021,3,2053493,2199908,2298761,2399566,2414793
163,2156858,2021-09-02 16:45:00,16,45,2,9,2021,3,2081010,2053493,2199908,2298761,2399566
164,2233536,2021-09-02 17:00:00,17,0,2,9,2021,3,2156858,2081010,2053493,2199908,2298761
165,2218050,2021-09-02 17:15:00,17,15,2,9,2021,3,2233536,2156858,2081010,2053493,2199908
166,2244202,2021-09-02 17:30:00,17,30,2,9,2021,3,2218050,2233536,2156858,2081010,2053493
167,2329094,2021-09-02 17:45:00,17,45,2,9,2021,3,2244202,2218050,2233536,2156858,2081010
168,2388860,2021-09-02 18:00:00,18,0,2,9,2021,3,2329094,2244202,2218050,2233536,2156858
169,2446404,2021-09-02 18:15:00,18,15,2,9,2021,3,2388860,2329094,2244202,2218050,2233536
170,2516457,2021-09-02 18:30:00,18,30,2,9,2021,3,2446404,2388860,2329094,2244202,2218050
171,2532222,2021-09-02 18:45:00,18,45,2,9,2021,3,2516457,2446404,2388860,2329094,2244202
172,2539809,2021-09-02 19:00:00,19,0,2,9,2021,3,2532222,2516457,2446404,2388860,2329094
173,2530740,2021-09-02 19:15:00,19,15,2,9,2021,3,2539809,2532222,2516457,2446404,2388860
174,2543044,2021-09-02 19:30:00,19,30,2,9,2021,3,2530740,2539809,2532222,2516457,2446404
175,2486187,2021-09-02 19:45:00,19,45,2,9,2021,3,2543044,2530740,2539809,2532222,2516457
176,2439307,2021-09-02 20:00:00,20,0,2,9,2021,3,2486187,2543044,2530740,2539809,2532222
177,2358351,2021-09-02 20:15:00,20,15,2,9,2021,3,2439307,2486187,2543044,2530740,2539809
178,2311191,2021-09-02 20:30:00,20,30,2,9,2021,3,2358351,2439307,2486187,2543044,2530740
179,2194934,2021-09-02 20:45:00,20,45,2,9,2021,3,2311191,2358351,2439307,2486187,2543044
180,2056202,2021-09-02 21:00:00,21,0,2,9,2021,3,2194934,2311191,2358351,2439307,2486187
181,1933025,2021-09-02 21:15:00,21,15,2,9,2021,3,2056202,2194934,2311191,2358351,2439307
182,1803908,2021-09-02 21:30:00,21,30,2,9,2021,3,1933025,2056202,2194934,2311191,2358351
183,1590397,2021-09-02 21:45:00,21,45,2,9,2021,3,1803908,1933025,2056202,2194934,2311191
184,1410540,2021-09-02 22:00:00,22,0,2,9,2021,3,1590397,1803908,1933025,2056202,2194934
185,1343797,2021-09-02 22:15:00,22,15,2,9,2021,3,1410540,1590397,1803908,1933025,2056202
186,1262479,2021-09-02 22:30:00,22,30,2,9,2021,3,1343797,1410540,1590397,1803908,1933025
187,1100301,2021-09-02 22:45:00,22,45,2,9,2021,3,1262479,1343797,1410540,1590397,1803908
188,1008818,2021-09-02 23:00:00,23,0,2,9,2021,3,1100301,1262479,1343797,1410540,1590397
189,963338,2021-09-02 23:15:00,23,15,2,9,2021,3,1008818,1100301,1262479,1343797,1410540
190,902986,2021-09-02 23:30:00,23,30,2,9,2021,3,963338,1008818,1100301,1262479,1343797
191,824927,2021-09-02 23:45:00,23,45,2,9,2021,3,902986,963338,1008818,1100301,1262479
192,773975,2021-09-03 00:00:00,0,0,3,9,2021,4,824927,902986,963338,1008818,1100301
193,714840,2021-09-03 00:15:00,0,15,3,9,2021,4,773975,824927,902986,963338,1008818
194,654183,2021-09-03 00:30:00,0,30,3,9,2021,4,714840,773975,824927,902986,963338
195,558593,2021-09-03 00:45:00,0,45,3,9,2021,4,654183,714840,773975,824927,902986
196,483975,2021-09-03 01:00:00,1,0,3,9,2021,4,558593,654183,714840,773975,824927
197,406923,2021-09-03 01:15:00,1,15,3,9,2021,4,483975,558593,654183,714840,773975
198,365022,2021-09-03 01:30:00,1,30,3,9,2021,4,406923,483975,558593,654183,714840
199,309034,2021-09-03 01:45:00,1,45,3,9,2021,4,365022,406923,483975,558593,654183
200,265775,2021-09-03 02:00:00,2,0,3,9,2021,4,309034,365022,406923,483975,558593
201,239876,2021-09-03 02:15:00,2,15,3,9,2021,4,265775,309034,365022,406923,483975
202,213963,2021-09-03 02:30:00,2,30,3,9,2021,4,239876,265775,309034,365022,406923
203,196102,2021-09-03 02:45:00,2,45,3,9,2021,4,213963,239876,265775,309034,365022
204,191009,2021-09-03 03:00:00,3,0,3,9,2021,4,196102,213963,239876,265775,309034
205,195356,2021-09-03 03:15:00,3,15,3,9,2021,4,191009,196102,213963,239876,265775
206,210856,2021-09-03 03:30:00,3,30,3,9,2021,4,195356,191009,196102,213963,239876
207,203489,2021-09-03 03:45:00,3,45,3,9,2021,4,210856,195356,191009,196102,213963
208,192744,2021-09-03 04:00:00,4,0,3,9,2021,4,203489,210856,195356,191009,196102
209,186130,2021-09-03 04:15:00,4,15,3,9,2021,4,192744,203489,210856,195356,191009
210,182767,2021-09-03 04:30:00,4,30,3,9,2021,4,186130,192744,203489,210856,195356
211,179249,2021-09-03 04:45:00,4,45,3,9,2021,4,182767,186130,192744,203489,210856
212,196239,2021-09-03 05:00:00,5,0,3,9,2021,4,179249,182767,186130,192744,203489
213,211010,2021-09-03 05:15:00,5,15,3,9,2021,4,196239,179249,182767,186130,192744
214,240564,2021-09-03 05:30:00,5,30,3,9,2021,4,211010,196239,179249,182767,186130
215,318499,2021-09-03 05:45:00,5,45,3,9,2021,4,240564,211010,196239,179249,182767
216,415229,2021-09-03 06:00:00,6,0,3,9,2021,4,318499,240564,211010,196239,179249
217,548928,2021-09-03 06:15:00,6,15,3,9,2021,4,415229,318499,240564,211010,196239
218,788545,2021-09-03 06:30:00,6,30,3,9,2021,4,548928,415229,318499,240564,211010
219,1057875,2021-09-03 06:45:00,6,45,3,9,2021,4,788545,548928,415229,318499,240564
220,1271199,2021-09-03 07:00:00,7,0,3,9,2021,4,1057875,788545,548928,415229,318499
221,1402784,2021-09-03 07:15:00,7,15,3,9,2021,4,1271199,1057875,788545,548928,415229
222,1691903,2021-09-03 07:30:00,7,30,3,9,2021,4,1402784,1271199,1057875,788545,548928
223,2047004,2021-09-03 07:45:00,7,45,3,9,2021,4,1691903,1402784,1271199,1057875,788545
224,2265520,2021-09-03 08:00:00,8,0,3,9,2021,4,2047004,1691903,1402784,1271199,1057875
225,2257974,2021-09-03 08:15:00,8,15,3,9,2021,4,2265520,2047004,1691903,1402784,1271199
226,2303305,2021-09-03 08:30:00,8,30,3,9,2021,4,2257974,2265520,2047004,1691903,1402784
227,2397455,2021-09-03 08:45:00,8,45,3,9,2021,4,2303305,2257974,2265520,2047004,1691903
228,2445113,2021-09-03 09:00:00,9,0,3,9,2021,4,2397455,2303305,2257974,2265520,2047004
229,2275643,2021-09-03 09:15:00,9,15,3,9,2021,4,2445113,2397455,2303305,2257974,2265520
230,2179187,2021-09-03 09:30:00,9,30,3,9,2021,4,2275643,2445113,2397455,2303305,2257974
231,2150488,2021-09-03 09:45:00,9,45,3,9,2021,4,2179187,2275643,2445113,2397455,2303305
232,2116256,2021-09-03 10:00:00,10,0,3,9,2021,4,2150488,2179187,2275643,2445113,2397455
233,1996816,2021-09-03 10:15:00,10,15,3,9,2021,4,2116256,2150488,2179187,2275643,2445113
234,1978958,2021-09-03 10:30:00,10,30,3,9,2021,4,1996816,2116256,2150488,2179187,2275643
235,2040806,2021-09-03 10:45:00,10,45,3,9,2021,4,1978958,1996816,2116256,2150488,2179187
236,2095022,2021-09-03 11:00:00,11,0,3,9,2021,4,2040806,1978958,1996816,2116256,2150488
237,2074122,2021-09-03 11:15:00,11,15,3,9,2021,4,2095022,2040806,1978958,1996816,2116256
238,2144378,2021-09-03 11:30:00,11,30,3,9,2021,4,2074122,2095022,2040806,1978958,1996816
239,2185644,2021-09-03 11:45:00,11,45,3,9,2021,4,2144378,2074122,2095022,2040806,1978958
240,2210135,2021-09-03 12:00:00,12,0,3,9,2021,4,2185644,2144378,2074122,2095022,2040806
241,2216941,2021-09-03 12:15:00,12,15,3,9,2021,4,2210135,2185644,2144378,2074122,2095022
242,2251691,2021-09-03 12:30:00,12,30,3,9,2021,4,2216941,2210135,2185644,2144378,2074122
243,2279229,2021-09-03 12:45:00,12,45,3,9,2021,4,2251691,2216941,2210135,2185644,2144378
244,2288237,2021-09-03 13:00:00,13,0,3,9,2021,4,2279229,2251691,2216941,2210135,2185644
245,2338783,2021-09-03 13:15:00,13,15,3,9,2021,4,2288237,2279229,2251691,2216941,2210135
246,2353682,2021-09-03 13:30:00,13,30,3,9,2021,4,2338783,2288237,2279229,2251691,2216941
247,2447001,2021-09-03 13:45:00,13,45,3,9,2021,4,2353682,2338783,2288237,2279229,2251691
248,2529009,2021-09-03 14:00:00,14,0,3,9,2021,4,2447001,2353682,2338783,2288237,2279229
249,2697820,2021-09-03 14:15:00,14,15,3,9,2021,4,2529009,2447001,2353682,2338783,2288237
250,2683509,2021-09-03 14:30:00,14,30,3,9,2021,4,2697820,2529009,2447001,2353682,2338783
251,2722115,2021-09-03 14:45:00,14,45,3,9,2021,4,2683509,2697820,2529009,2447001,2353682
252,2667851,2021-09-03 15:00:00,15,0,3,9,2021,4,2722115,2683509,2697820,2529009,2447001
253,2635851,2021-09-03 15:15:00,15,15,3,9,2021,4,2667851,2722115,2683509,2697820,2529009
254,2514880,2021-09-03 15:30:00,15,30,3,9,2021,4,2635851,2667851,2722115,2683509,2697820
255,2400665,2021-09-03 15:45:00,15,45,3,9,2021,4,2514880,2635851,2667851,2722115,2683509
256,2247605,2021-09-03 16:00:00,16,0,3,9,2021,4,2400665,2514880,2635851,2667851,2722115
257,2130631,2021-09-03 16:15:00,16,15,3,9,2021,4,2247605,2400665,2514880,2635851,2667851
258,2129396,2021-09-03 16:30:00,16,30,3,9,2021,4,2130631,2247605,2400665,2514880,2635851
259,2155415,2021-09-03 16:45:00,16,45,3,9,2021,4,2129396,2130631,2247605,2400665,2514880
260,2220735,2021-09-03 17:00:00,17,0,3,9,2021,4,2155415,2129396,2130631,2247605,2400665
261,2232910,2021-09-03 17:15:00,17,15,3,9,2021,4,2220735,2155415,2129396,2130631,2247605
262,2274260,2021-09-03 17:30:00,17,30,3,9,2021,4,2232910,2220735,2155415,2129396,2130631
263,2309937,2021-09-03 17:45:00,17,45,3,9,2021,4,2274260,2232910,2220735,2155415,2129396
264,2335360,2021-09-03 18:00:00,18,0,3,9,2021,4,2309937,2274260,2232910,2220735,2155415
265,2345932,2021-09-03 18:15:00,18,15,3,9,2021,4,2335360,2309937,2274260,2232910,2220735
266,2299439,2021-09-03 18:30:00,18,30,3,9,2021,4,2345932,2335360,2309937,2274260,2232910
267,2332562,2021-09-03 18:45:00,18,45,3,9,2021,4,2299439,2345932,2335360,2309937,2274260
268,2344629,2021-09-03 19:00:00,19,0,3,9,2021,4,2332562,2299439,2345932,2335360,2309937
269,2315276,2021-09-03 19:15:00,19,15,3,9,2021,4,2344629,2332562,2299439,2345932,2335360
270,2308922,2021-09-03 19:30:00,19,30,3,9,2021,4,2315276,2344629,2332562,2299439,2345932
271,2268136,2021-09-03 19:45:00,19,45,3,9,2021,4,2308922,2315276,2344629,2332562,2299439
272,2242389,2021-09-03 20:00:00,20,0,3,9,2021,4,2268136,2308922,2315276,2344629,2332562
273,2242202,2021-09-03 20:15:00,20,15,3,9,2021,4,2242389,2268136,2308922,2315276,2344629
274,2235723,2021-09-03 20:30:00,20,30,3,9,2021,4,2242202,2242389,2268136,2308922,2315276
275,2173227,2021-09-03 20:45:00,20,45,3,9,2021,4,2235723,2242202,2242389,2268136,2308922
276,2116623,2021-09-03 21:00:00,21,0,3,9,2021,4,2173227,2235723,2242202,2242389,2268136
277,2026186,2021-09-03 21:15:00,21,15,3,9,2021,4,2116623,2173227,2235723,2242202,2242389
278,1949514,2021-09-03 21:30:00,21,30,3,9,2021,4,2026186,2116623,2173227,2235723,2242202
